,filename,filetype
0,/home/austinguish/dataset/Inter_21106.npy,Interictal
1,/home/austinguish/dataset/Inter_1038.npy,Interictal
2,/home/austinguish/dataset/Pre_3583.npy,Preictal
3,/home/austinguish/dataset/Inter_1996.npy,Interictal
4,/home/austinguish/dataset/Pre_548.npy,Preictal
5,/home/austinguish/dataset/Pre_13739.npy,Preictal
6,/home/austinguish/dataset/Inter_4336.npy,Interictal
7,/home/austinguish/dataset/Inter_13994.npy,Interictal
8,/home/austinguish/dataset/Inter_48110.npy,Interictal
9,/home/austinguish/dataset/Inter_6155.npy,Interictal
10,/home/austinguish/dataset/Pre_5680.npy,Preictal
11,/home/austinguish/dataset/Pre_10902.npy,Preictal
12,/home/austinguish/dataset/Inter_19349.npy,Interictal
13,/home/austinguish/dataset/Inter_30598.npy,Interictal
14,/home/austinguish/dataset/Inter_40711.npy,Interictal
15,/home/austinguish/dataset/Inter_28548.npy,Interictal
16,/home/austinguish/dataset/Inter_44271.npy,Interictal
17,/home/austinguish/dataset/Inter_23677.npy,Interictal
18,/home/austinguish/dataset/Inter_38132.npy,Interictal
19,/home/austinguish/dataset/Inter_36449.npy,Interictal
20,/home/austinguish/dataset/Inter_14967.npy,Interictal
21,/home/austinguish/dataset/Inter_46766.npy,Interictal
22,/home/austinguish/dataset/Pre_7341.npy,Preictal
23,/home/austinguish/dataset/Inter_49659.npy,Interictal
24,/home/austinguish/dataset/Inter_1579.npy,Interictal
25,/home/austinguish/dataset/Inter_23928.npy,Interictal
26,/home/austinguish/dataset/Inter_32562.npy,Interictal
27,/home/austinguish/dataset/Inter_35591.npy,Interictal
28,/home/austinguish/dataset/Pre_14893.npy,Preictal
29,/home/austinguish/dataset/Inter_26911.npy,Interictal
30,/home/austinguish/dataset/Inter_14420.npy,Interictal
31,/home/austinguish/dataset/Pre_3565.npy,Preictal
32,/home/austinguish/dataset/Pre_5371.npy,Preictal
33,/home/austinguish/dataset/Pre_2439.npy,Preictal
34,/home/austinguish/dataset/Inter_10076.npy,Interictal
35,/home/austinguish/dataset/Pre_6288.npy,Preictal
36,/home/austinguish/dataset/Inter_8812.npy,Interictal
37,/home/austinguish/dataset/Inter_30726.npy,Interictal
38,/home/austinguish/dataset/Inter_19751.npy,Interictal
39,/home/austinguish/dataset/Inter_38503.npy,Interictal
40,/home/austinguish/dataset/Inter_27001.npy,Interictal
41,/home/austinguish/dataset/Inter_7191.npy,Interictal
42,/home/austinguish/dataset/Inter_47160.npy,Interictal
43,/home/austinguish/dataset/Inter_7502.npy,Interictal
44,/home/austinguish/dataset/Inter_13740.npy,Interictal
45,/home/austinguish/dataset/Inter_39947.npy,Interictal
46,/home/austinguish/dataset/Pre_6550.npy,Preictal
47,/home/austinguish/dataset/Inter_47830.npy,Interictal
48,/home/austinguish/dataset/Pre_10115.npy,Preictal
49,/home/austinguish/dataset/Inter_18384.npy,Interictal
50,/home/austinguish/dataset/Inter_35769.npy,Interictal
51,/home/austinguish/dataset/Inter_9953.npy,Interictal
52,/home/austinguish/dataset/Inter_20013.npy,Interictal
53,/home/austinguish/dataset/Inter_37250.npy,Interictal
54,/home/austinguish/dataset/Inter_18263.npy,Interictal
55,/home/austinguish/dataset/Inter_2247.npy,Interictal
56,/home/austinguish/dataset/Inter_14734.npy,Interictal
57,/home/austinguish/dataset/Inter_15659.npy,Interictal
58,/home/austinguish/dataset/Inter_16637.npy,Interictal
59,/home/austinguish/dataset/Inter_20384.npy,Interictal
60,/home/austinguish/dataset/Inter_37635.npy,Interictal
61,/home/austinguish/dataset/Inter_16322.npy,Interictal
62,/home/austinguish/dataset/Pre_10158.npy,Preictal
63,/home/austinguish/dataset/Inter_7477.npy,Interictal
64,/home/austinguish/dataset/Inter_6372.npy,Interictal
65,/home/austinguish/dataset/Pre_8002.npy,Preictal
66,/home/austinguish/dataset/Inter_26594.npy,Interictal
67,/home/austinguish/dataset/Pre_5360.npy,Preictal
68,/home/austinguish/dataset/Inter_17101.npy,Interictal
69,/home/austinguish/dataset/Inter_34612.npy,Interictal
70,/home/austinguish/dataset/Inter_35182.npy,Interictal
71,/home/austinguish/dataset/Pre_5123.npy,Preictal
72,/home/austinguish/dataset/Inter_41690.npy,Interictal
73,/home/austinguish/dataset/Inter_26459.npy,Interictal
74,/home/austinguish/dataset/Inter_45639.npy,Interictal
75,/home/austinguish/dataset/Pre_5696.npy,Preictal
76,/home/austinguish/dataset/Inter_35314.npy,Interictal
77,/home/austinguish/dataset/Inter_15010.npy,Interictal
78,/home/austinguish/dataset/Inter_35822.npy,Interictal
